Project code,Source name,RA,Dec,Galactic longitude,Galactic latitude,Band,Spatial resolution,Frequency resolution,Array,Mosaic,Integration,Release date,Frequency support,Velocity resolution,Pol products,Observation date,PI name,SB name,Proposal authors,Line sensitivity (10 km/s),Continuum sensitivity,PWV,Group ous id,Member ous id,Asdm uid,Project title,Project type,Scan intent,Field of view,Largest angular scale,QA2 Status,Pub,Science keyword,Scientific category,ASA_PROJECT_CODE
2011.0.00097.S,COSMOShighz_138,149.56051691766265,2.3513343692009525,236.22827084742988,41.74950117515056,7,0.50969064668234487,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-22 10:32:09,"Scoville, Nick",COSMOShighz_138highSB1,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.508992795068295,0.1719338748821977,0.74513733,,uid://A001/X74/X1da,uid://A002/X51ac2a/Xb0f,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3677.176761235947,2.5509926564110916,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_141,149.80444458700632,2.384311960333476,236.38051884206996,41.967861805026224,7,0.49717674651355021,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-20 12:12:10,"Scoville, Nick",COSMOShighz_141highSB2,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.308644521311518,0.16401831992943883,0.61797196,,uid://A001/X74/X1dc,uid://A002/X517008/X617,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3016.1773300099485,2.6074632305377934,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00097.S,COSMOShighz_202,150.55626118221812,2.013110240196542,237.37653775986885,42.3635476080276,7,0.60440007713203536,31250.0,12m,mosaic,219.744,2013-11-21,"[334.00..336.00GHz,31250.00kHz, XX YY] U [335.90..337.90GHz,31250.00kHz, XX YY] U [346.00..348.00GHz,31250.00kHz, XX YY] U [347.90..349.90GHz,31250.00kHz, XX YY]",27397.310141555343,XX YY,2012-10-20 09:31:44,"Scoville, Nick",COSMOShighz_202highSB6,"Capak, Peter; Sanders, David; Aussel, Herve; Manohar, Swarnima; Sheth, Kartik; Robertson, Brant; Kartaltepe, Jeyhan; Lilly, Simon;",4.304690123765109,0.16386587502099478,0.62689185,,uid://A002/X303d22/X6,uid://A002/X517008/X438,Evolution of the ISM Contents of Massive Galaxies z = 2.2 to 0.3,S,TARGET,3489.117022189949,3.17887503969318,Y,3,"Galaxy structure & evolution, Surveys of galaxies",Galaxy evolution,2011.0.00097.S
2011.0.00539.S,COS01-1,150.43483333333333,2.9523944444444443,236.2429617018779,42.81020560575784,7,0.59343879428420487,31250.0,12m,,362.88,2013-12-03,"[334.99..336.99GHz,31250.00kHz, XX YY] U [336.93..338.93GHz,31250.00kHz, XX YY] U [346.99..348.99GHz,31250.00kHz, XX YY] U [348.99..350.99GHz,31250.00kHz, XX YY]",27316.369605063515,XX YY,2012-11-05 12:14:13,"Riechers, Dominik",COS01,"Chapman, Scott; Conley, Alexander; Omont, Alain; Burgarella, Denis; Dunlop, James; Gavazzi, Raphael; Glenn, Jason; Magdis, Georgios; De Bernardis, Francesco; Ivison, Rob; Wardlow, Julie; Oliver, Sebastian; Cooray, Asantha; Rigopoulou, Dimitra; Casey, Caitlin; Vieira, Joaquin; Bridge, Carrie; Clements, David; Bock, James; Perez-Fournon, Ismael;",3.4974529455264456,0.1338838544137738,0.6984607,,uid://A002/X391d0b/X171,uid://A002/X535168/Xa18,Lensing Properties of the Brightest Herschel-Selected Submillimeter Galaxies,S,TARGET,18.367634769786847,2.8061420925705938,Y,2,"Starburst galaxies, Sub-mm Galaxies (SMG)",Active galaxies,2011.0.00539.S
2011.0.00539.S,COS01-2,150.23775,2.3361944444444442,236.77174347694927,42.29374829109917,7,0.59100650774023844,31250.0,12m,,362.88,2013-12-03,"[334.99..336.99GHz,31250.00kHz, XX YY] U [336.93..338.93GHz,31250.00kHz, XX YY] U [346.99..348.99GHz,31250.00kHz, XX YY] U [348.99..350.99GHz,31250.00kHz, XX YY]",27316.369605063515,XX YY,2012-11-05 12:14:13,"Riechers, Dominik",COS01,"Chapman, Scott; Conley, Alexander; Omont, Alain; Burgarella, Denis; Dunlop, James; Gavazzi, Raphael; Glenn, Jason; Magdis, Georgios; De Bernardis, Francesco; Ivison, Rob; Wardlow, Julie; Oliver, Sebastian; Cooray, Asantha; Rigopoulou, Dimitra; Casey, Caitlin; Vieira, Joaquin; Bridge, Carrie; Clements, David; Bock, James; Perez-Fournon, Ismael;",3.4908778330877195,0.1336236858870458,0.6984607,,uid://A002/X391d0b/X171,uid://A002/X535168/Xa18,Lensing Properties of the Brightest Herschel-Selected Submillimeter Galaxies,S,TARGET,18.367634769786847,2.794640752048275,Y,2,"Starburst galaxies, Sub-mm Galaxies (SMG)",Active galaxies,2011.0.00539.S
2011.0.00742.S,SDSS J100038.01+020822.4,150.158092,2.1395555555555554,236.9254891048996,42.11477292997249,9,0.27909814468783156,31250.0,12m,,1512,2014-02-11,"[667.84..669.84GHz,31250.00kHz, XX YY] U [669.61..671.61GHz,31250.00kHz, XX YY] U [671.42..673.42GHz,31250.00kHz, XX YY] U [673.22..675.22GHz,31250.00kHz, XX YY]",13951.250845285074,XX YY,2012-12-01 09:46:02,"Stacey, Gordon",SDSS J100038.01+020822.4,"Ferkinhoff, Carl; Nikola, Thomas; Falgarone, Edith; Sheth, Kartik; Brisbin, Drew; Hailey-Dunsheath, Steven;",12.328129119755607,0.6614743209526197,0.58592117,,uid://A001/X74/X1c6,uid://A002/X569422/X50d,ALMA Imaging of the Star Formation Process at the Historic Peak,S,TARGET,9.381545530141459,1.2592996274891188,Y,0,"Starburst galaxies, High-z Active Galactic Nuclei (AGN)",Active galaxies,2011.0.00742.S
2011.0.00064.S,AzTEC-3,150.08793750250462,2.5876805571215087,236.37727826745555,42.31696631529013,7,0.63578332239054558,976.5625,12m,mosaic,1893.385,2014-02-20,"[288.96..290.84GHz,976.56kHz, XX YY] U [290.79..292.66GHz,976.56kHz, XX YY] U [300.84..302.71GHz,976.56kHz, XX YY] U [302.71..304.59GHz,976.56kHz, XX YY]",986.5753165450709,XX YY,2012-11-17 13:12:45,"Riechers, Dominik",AzTEC-3-compact,"Scoville, Nick; Capak, Peter; Bertoldi, Frank; Yun, Min; Cox, Pierre; Yan, Lin; carilli, Chris; Smolcic, Vernesa; Schinnerer, Eva;",1.1872269652979843,0.04667690245669442,0.70931906,,uid://A001/X74/Xd7,uid://A002/X55186e/X64,Clustered Massive Galaxy Formation around a z=5.3 Submillimeter Galaxy,S,TARGET,28.870530846757465,5.5318512431967335,Y,2,"Starburst galaxies, Galaxy groups and clusters",Active galaxies,2011.0.00064.S
2012.1.00323.S,113083,150.200089,2.0186510000000024,237.09090176549205,42.078516105362205,3,1.7804079203567815,976.5625,12m,,90.72,2015-01-13,"[105.07..106.94GHz,976.56kHz, XX YY]",2761.7988550006653,XX YY,2013-12-29 09:21:47,"Popping, Gergö",B3_ISM_CO2-1,"Caputi, Karina; Spaans, Marco; Trager, Scott; Somerville, Rachel; Perez-Beaupuits, Juan-Pablo;",5.7607175123687435,0.25008040640147194,5.890106,uid://A002/X67ccb6/Xf,uid://A002/X67ccb6/X10,uid://A002/X7776f1/X1ba9,The nature of the ISM in galaxies during the star-formation activity peak of the Universe v2,S,TARGET WVR,59.430837227333754,9.218322383591136,Y,2,Galaxy structure & evolution,Galaxy evolution,2012.1.00323.S
2012.1.00323.S,1374240,150.760406,1.70192,237.88073803019734,42.34632655909076,3,1.7677108998782813,976.5625,12m,,90.72,2015-01-13,"[105.07..106.94GHz,976.56kHz, XX YY]",2761.7988550006653,XX YY,2013-12-29 09:21:47,"Popping, Gergö",B3_ISM_CO2-1,"Caputi, Karina; Spaans, Marco; Trager, Scott; Somerville, Rachel; Perez-Beaupuits, Juan-Pablo;",5.756390136784588,0.24989254927388085,5.890106,uid://A002/X67ccb6/Xf,uid://A002/X67ccb6/X10,uid://A002/X7776f1/X1ba9,The nature of the ISM in galaxies during the star-formation activity peak of the Universe v2,S,TARGET WVR,59.430837227333754,9.152581703186605,Y,2,Galaxy structure & evolution,Galaxy evolution,2012.1.00323.S
2012.1.00919.S,GALEX0959+0151,149.91791666666668,1.855833333333333,237.0478505187316,41.754458198264196,3,2.3176008614380832,488.28125,12m,,514.08,2015-01-28,"[89.70..91.70GHz,31250.00kHz, XX YY] U [91.71..92.65GHz,488.28kHz, XX YY]",1588.2346406083693,XX YY,2013-12-29 09:58:41,"Kakazu, Yuko",GALEX0959+0151_92_12m_C32-2,"Scoville, Nick; Capak, Peter; Wang, Wei-Hao; Nagao, Tohru; Sheth, Kartik;",2.3994395077448454,0.07746856979567011,5.7570124,uid://A002/X609170/X27,uid://A002/X609170/X28,uid://A002/X7776f1/X1cc7,Probing molecular gas in low-z analogs of primordial galaxies,S,TARGET WVR,69.09612767120838,11.999717397877845,Y,0,"Low-mass star formation, Astrochemistry",ISM and star formation,2012.1.00919.S
2012.1.00076.S,ID209,149.7937,2.105028888888889,236.67915866283192,41.79817330146168,6,1.0370802567224306,31250.0,12m,,2812.32,2015-02-05,"[213.34..215.34GHz,31250.00kHz, XX YY] U [216.33..218.33GHz,31250.00kHz, XX YY] U [229.53..231.53GHz,31250.00kHz, XX YY] U [231.33..233.33GHz,31250.00kHz, XX YY]",41836.34772671548,XX YY,2014-01-01 05:36:29,"Scott, Kimberly",Multi-sourceID209_232_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",0.9114963575609676,0.027974310182437866,2.4934444,uid://A002/X5ce05d/X50,uid://A002/X5ce05d/X51,uid://A002/X77da97/X122d,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,28.208784210604026,5.100123249126748,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID247,149.72145,2.6050180555555555,236.0741825564403,42.02734893547202,6,1.0411452265091525,31250.0,12m,,2812.32,2015-02-05,"[213.34..215.34GHz,31250.00kHz, XX YY] U [216.33..218.33GHz,31250.00kHz, XX YY] U [229.53..231.53GHz,31250.00kHz, XX YY] U [231.33..233.33GHz,31250.00kHz, XX YY]",41836.34772671548,XX YY,2014-01-01 05:36:29,"Scott, Kimberly",Multi-sourceID209_232_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",0.9127197163789328,0.02801331263893327,2.4934444,uid://A002/X5ce05d/X50,uid://A002/X5ce05d/X51,uid://A002/X77da97/X122d,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,28.208784210604026,5.1240619687243845,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID107,150.41289166666667,2.279095,236.9721522464506,42.40305210370884,6,1.0469240863390115,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.27770081684231,0.07639938541398923,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.763707173460946,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID112,150.0221416666667,2.026533888888889,236.94292496972741,41.93852250245513,6,1.0452577638062301,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.2759466702892244,0.07633581588401299,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.756125083502097,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID117,150.15142916666667,1.9359869444444446,237.14313102069184,41.99080390788796,6,1.0443176394362519,31250.0,12m,,544.32,2015-02-11,"[245.13..247.13GHz,31250.00kHz, XX YY] U [246.93..248.93GHz,31250.00kHz, XX YY] U [260.39..262.39GHz,31250.00kHz, XX YY] U [263.13..265.13GHz,31250.00kHz, XX YY]",36788.00761778959,XX YY,2014-01-11 06:27:45,"Scott, Kimberly",Multi-sourceID177_264_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",2.2753236423453362,0.07631323796295694,2.5745943,uid://A002/X5ce05d/X44,uid://A002/X5ce05d/X45,uid://A002/X78774a/Xb17,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,24.693079391671574,4.7518473357039035,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID158,150.59732083333333,2.4451980555555557,236.93415646865913,42.6495525105744,6,0.80866854019294621,31250.0,12m,,483.84,2015-02-11,"[233.06..235.06GHz,31250.00kHz, XX YY] U [234.48..236.48GHz,31250.00kHz, XX YY] U [249.25..251.25GHz,31250.00kHz, XX YY] U [251.05..253.05GHz,31250.00kHz, XX YY]",38574.08862426897,XX YY,2013-12-26 05:49:04,"Scott, Kimberly",Multi-sourceID192_252_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",3.049550066122792,0.09870212132811997,3.8555725,uid://A002/X5ce05d/X48,uid://A002/X5ce05d/X49,uid://A002/X773c52/X2b1,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,25.920048209946096,5.542596757841382,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
2012.1.00076.S,ID163,150.41145833333334,2.3574580555555555,236.88463847308412,42.447434406449695,6,0.80669846431656411,31250.0,12m,,483.84,2015-02-11,"[233.06..235.06GHz,31250.00kHz, XX YY] U [234.48..236.48GHz,31250.00kHz, XX YY] U [249.25..251.25GHz,31250.00kHz, XX YY] U [251.05..253.05GHz,31250.00kHz, XX YY]",38574.08862426897,XX YY,2013-12-26 05:49:04,"Scott, Kimberly",Multi-sourceID192_252_12m_C32-1,"Scoville, Nick; Sanders, David; Yan, Lin; Schinnerer, Eva; Sheth, Kartik; Jablonka, Pascale; Kartaltepe, Jeyhan; Combes, Francoise;",3.0484133135514946,0.098665146765295,3.8555725,uid://A002/X5ce05d/X48,uid://A002/X5ce05d/X49,uid://A002/X773c52/X2b1,The evolution in the molecular gas content of Luminous Infrared Galaxies at z = 0.25-0.65,S,TARGET WVR,25.920048209946096,5.546921881887412,Y,3,Luminous and Ultra-Luminous Infra-Red Galaxies (LIRG & ULIRG),Galaxy evolution,2012.1.00076.S
