Project code,Source name,RA,Dec,Galactic longitude,Galactic latitude,Band,Spatial resolution,Frequency resolution,Array,Mosaic,Integration,Release date,Frequency support,Velocity resolution,Pol products,Observation date,PI name,SB name,Proposal authors,Line sensitivity (10 km/s),Continuum sensitivity,PWV,Group ous id,Member ous id,Asdm uid,Project title,Project type,Scan intent,Field of view,Largest angular scale,QA2 Status,Pub,Science keyword,Scientific category,ASA_PROJECT_CODE
2013.1.00151.S,104623,150.12524166666665,2.0062055555555554,237.04582772835712,42.01047453122587,6,1.0270939280914098,31250.0,12m,,151.2,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.694438132929797,0.085996823655244,1.4870467,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.388321074748989,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,109921,149.97614166666668,2.0745444444444447,236.85449187589276,41.929015588012994,6,1.0283086080344759,31250.0,12m,,151.2,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.694882610858667,0.08601094822694949,1.4870467,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.398932843421022,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,110895,150.03715833333334,2.087394444444445,236.88806015467364,41.98611295930456,6,1.0281605502223823,31250.0,12m,,151.2,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.694966372031926,0.08601360997991796,1.4870467,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.396862056742238,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,111647,149.99719166666668,2.0976,236.84568114890635,41.9595299660724,6,1.0284174867495526,31250.0,12m,,151.2,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.695032937357461,0.08601572528507952,1.4870467,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.399260547033616,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,116628,150.3314416666667,2.1623694444444443,237.03648265919563,42.2689340349936,6,1.0275763385953296,31250.0,12m,,151.2,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.695456253861045,0.08602917738497544,1.4870467,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.387729327308852,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,116737,150.30045833333335,2.1641472222222222,237.01017529018378,42.24479615971607,6,1.0277196933891268,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.291868538372035,0.10506449017790277,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.389222487168903,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,119305,150.35087916666666,2.19645,237.01431353236262,42.304568012531455,6,1.0277897883426752,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.2921270785134453,0.1050727060326118,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.388765206250397,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,121554,149.90955,2.222202777777778,236.64087027759984,41.960404987526026,6,1.0298665824835058,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.29233351921474,0.10507926627714156,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.410295938568926,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,124472,150.27834166666665,2.2588166666666667,236.8887410667822,42.28186799665354,6,1.0286287410381487,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.2926275214562195,0.10508860903884909,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.395535471912387,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,125764,150.29527083333335,2.2756777777777777,236.88347154288937,42.30543177427561,6,1.0287044961128677,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.292763108929747,0.10509291771782497,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.395720942589833,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,126982,150.02139166666666,2.2886777777777776,236.65497475480652,42.09001336412455,6,1.0299665688901138,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.2928677320441344,0.10509624241564558,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.408912147019752,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,128278,150.0706916666667,2.3051222222222223,236.67534407254675,42.13969931553089,6,1.0299005773007794,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.2930001812743375,0.10510045136732185,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.407585017150562,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,128523,150.15220833333333,2.307816666666667,236.73604536244693,42.20765281606094,6,1.029580433590437,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.2930218944962526,0.10510114136678053,1.3129064,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.404018121896344,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,130756,150.00322916666667,2.334222222222223,236.59076185289337,42.101560822278564,6,1.0304399329687821,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.014875547182131,0.09622370647355698,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.412325986624019,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,132192,150.31325833333332,2.351722222222222,236.81382530814108,42.364212524203715,6,1.0292899546862213,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0150049062927353,0.09622781722687407,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.399201065305209,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,132984,150.03260833333334,2.3607333333333327,236.58448308703396,42.14083979179936,6,1.0305460965976074,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.932451141041906,0.09622993545554971,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.4124821301602974,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,140015,150.14290833333334,2.4487527777777776,236.57352634625158,42.28164544791162,6,1.0308485433816459,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0157243745437547,0.09625068036797224,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.412440462454402,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,141927,149.6739708333333,2.001686111111112,236.69914249601834,41.6407760206126,6,1.0289816255834268,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0124406140667124,0.0961463294835952,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.408805350867528,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,145989,149.40912916666665,2.0495555555555556,236.44244419873348,41.452531189416256,6,1.0305579214352034,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.012788428358515,0.0961573822895165,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.4239213619585005,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,148443,149.53414999999998,2.07865,236.50706719382993,41.57133669392699,6,1.0302555808316296,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.013000267871518,0.09616411410188777,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.419667841207792,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,155500,149.89822083333334,2.163744444444444,236.69613032102347,41.917325235564526,6,1.0294093165956066,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",2.9310410776184685,0.0961838641979509,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.407521154835381,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,162843,149.77060000000003,2.250052777777778,236.5024653881353,41.86322011725759,6,1.0307065139409868,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.014255078688846,0.09620398931879427,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.418303281998054,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,170121,149.87857083333333,2.3338916666666667,236.49420209095274,41.99971269021723,6,1.0309702053612537,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0148731049097357,0.09622362886340814,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.418053862342429,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,172072,149.53307083333334,2.3558944444444445,236.20299925053183,41.73022304082925,6,1.0326692719714983,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0150357652163007,0.09622879785680041,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.435454767045721,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,172365,149.46645000000004,2.3594805555555554,236.14783937732523,41.67780418571041,6,1.0329962004116044,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0150622946595096,0.0962296409051767,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.438810890533087,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,173086,149.7907,2.3678861111111114,236.38872327252915,41.947612220260375,6,1.0316461861410939,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0151244976900156,0.09623161758300529,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.4240654268083,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,174773,149.8679,2.3885333333333327,236.42586157072947,42.02253762582378,6,1.0314932076384837,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0152774118314896,0.09623647686345073,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.4216578799679835,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
2013.1.00151.S,178847,149.8493791666667,2.433025,236.3625590193799,42.03306455640553,6,1.0319625911390025,31250.0,12m,,120.96,2016-03-10,"[230.00..232.00GHz,31250.00kHz, XX YY] U [232.00..234.00GHz,31250.00kHz, XX YY] U [246.00..248.00GHz,31250.00kHz, XX YY] U [248.00..250.00GHz,31250.00kHz, XX YY]",39035.47630206707,XX YY,2014-11-29 10:59:39,"Schinnerer, Eva",5203_a_06_TE,"Tasca, Lidia; Sargent, Mark; Karim, Alexander; Oesch, Pascal; Groves, Brent; Smolcic, Vernesa; Le Fèvre, Olivier; Cassata, Paolo;",3.0156074990851534,0.09624696632010553,1.6145234,uid://A001/X146/X5,uid://A001/X146/X6,uid://A002/X955e59/X1727,"The gas content and gas depletion time of massive, normal star forming galaxies beyond z=3",S,TARGET,26.25,6.425056163940444,Y,1,"Lyman Break Galaxies (LBG), Galaxy structure & evolution",Galaxy evolution,2013.1.00151.S
